Call Number/ID,image files,image labels,Repository Country,Repository City,Repository Name,Source Collection,Facets,Date (narrative),Date (range) start,Date (range) end,Page dimensions,Note(s),Support Material,Language,Place of origin,Script,Creator,Creator Role,Former Owner,FO Ref,Manuscript Name
Lewis E M 24:6,mcai240061.tif|mcai240062.tif|,Lewis E M 24.6 front|Lewis E M 24.6 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1300,1350,110 x 120 mm,"In this zoomorphic initial, the body of a winged dragon turns back on itself to bite its own wings to form the letter 's.' The twisting forms of the initial recall early Celtic interlace patterns. Although ultimately of non-Christian origin, Celtic design traditions were spread by Irish monks who, as early as the sixth century, traveled throughout the continent as missionaries. The monks established monasteries and provided them with manuscripts from which to copy the necessary texts for carrying out the spiritual work of religious life. In this way, the style of Celtic illumination was spread throughout Europe, creating a lasting impact on European medieval aesthetics. | Initial S|This image shows the reverse of a cutting with a decorated initial from a choir book.|",Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:6,mcai240061.tif|mcai240062.tif|,Lewis E M 24.6 front|Lewis E M 24.6 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:7,mcai240071.tif|mcai240072.tif|,Lewis E M 24.7 front|Lewis E M 24.7 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,99 x 126 mm,Initial L | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:7,mcai240071.tif|mcai240072.tif|,Lewis E M 24.7 front|Lewis E M 24.7 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:8,mcai240081.tif|mcai240082.tif|,Lewis E M 24.8 front|Lewis E M 24.8 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,95 x 95 mm,"Initial K | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century. The illumination has been attributed to the Florentine painter Filippo di Matteo Torelli, who was active in the middle of the century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|",Parchment,Latin,"Florence?, Italy",Rotunda,"Filippo di Matteo Torelli, attributed to",Artist,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:8,mcai240081.tif|mcai240082.tif|,Lewis E M 24.8 front|Lewis E M 24.8 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:9,mcai240091.tif|mcai240092.tif|,Lewis E M 24.9 front|Lewis E M 24.9 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1490,1510,103 x 93 mm,Initial A | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth and sixteenth centuries.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy (northern),Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:9,mcai240091.tif|mcai240092.tif|,Lewis E M 24.9 front|Lewis E M 24.9 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, 16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:10,mcai240101.tif|,Lewis E M 24.10|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1490,1510,111 x 107 mm,Initial O | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth and sixteenth centuries.|,Parchment,Latin,Italy,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:10,mcai240101.tif|,Lewis E M 24.10|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, 16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:11,mcai240111.tif|,Lewis E M 24.11|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1490,1510,84 x 75 mm,Initial C | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth and sixteenth centuries.|,Parchment,Latin,Italy,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:11,mcai240111.tif|,Lewis E M 24.11|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, 16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:12,mcai240121.tif|mcai240122.tif|,Lewis E M 24.12 front|Lewis E M 24.12 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1490,1510,105 x 113 mm,Initial N | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth and sixteenth centuries.|This image shows the reverse of a cutting with a decorated initial from a missal.|,Parchment,Latin,Italy (northern),Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Missal
Lewis E M 24:12,mcai240121.tif|mcai240122.tif|,Lewis E M 24.12 front|Lewis E M 24.12 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, 16th century, Italy, Italian, Missal, Liturgy, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:13,mcai240131.tif|mcai240132.tif|,Lewis E M 24.13 front|Lewis E M 24.13 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,178 x 215 mm,Initial S | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy (northern),Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:13,mcai240131.tif|mcai240132.tif|,Lewis E M 24.13 front|Lewis E M 24.13 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:14,mcai240141.tif|mcai240142.tif|,Lewis E M 24.14 front|Lewis E M 24.14 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,116 x 93 mm,Initial H | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:14,mcai240141.tif|mcai240142.tif|,Lewis E M 24.14 front|Lewis E M 24.14 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:15,mcai240151.tif|mcai240152.tif|,Lewis E M 24.15 front|Lewis E M 24.15 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,89 x 90 mm,Initial S | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:15,mcai240151.tif|mcai240152.tif|,Lewis E M 24.15 front|Lewis E M 24.15 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:16,mcai240161.tif|mcai240162.tif|,Lewis E M 24.16 front|Lewis E M 24.16 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,109 x 111 mm,Initial K | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:16,mcai240161.tif|mcai240162.tif|,Lewis E M 24.16 front|Lewis E M 24.16 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:17,mcai240171.tif|mcai240172.tif|,Lewis E M 24.17 front|Lewis E M 24.17 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,132 x 173 mm,Initial A | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:17,mcai240171.tif|mcai240172.tif|,Lewis E M 24.17 front|Lewis E M 24.17 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:18,mcai240181.tif|mcai240182.tif|,Lewis E M 24.18 front|Lewis E M 24.18 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1490,1510,85 x 90 mm,Initial E | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:18,mcai240181.tif|mcai240182.tif|,Lewis E M 24.18 front|Lewis E M 24.18 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, 16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:19,mcai240191.tif|mcai240192.tif|,Lewis E M 24.19 front|Lewis E M 24.19 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1500,1599,106 x 193 mm,Initial P | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:19,mcai240191.tif|mcai240192.tif|,Lewis E M 24.19 front|Lewis E M 24.19 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:20,mcai240201.tif|mcai240202.tif|,Lewis E M 24.20 front|Lewis E M 24.20 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1500,1599,133 x 150 mm,Initial A | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:20,mcai240201.tif|mcai240202.tif|,Lewis E M 24.20 front|Lewis E M 24.20 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:21,mcai240211.tif|mcai240212.tif|,Lewis E M 24.21 front|Lewis E M 24.21 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1500,1599,136 x 135 mm,Initial C | This initial is typical of minor initial decoration found in Italian choir books of the fifteenth century.|This image shows the reverse of a cutting with a decorated initial from a choir book.|,Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 24:21,mcai240211.tif|mcai240212.tif|,Lewis E M 24.21 front|Lewis E M 24.21 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"16th century, Italy, Italian, Song book, Musical notation, Illustration, Illumination, Fragment",,,,,,,,,,,,,,
Lewis E M 24:22,mcai240221.tif|mcai240222.tif|,Lewis E M 24.22 front|Lewis E M 24.22 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1300,1399,165 x 196 mm,"Initials | These initials are typical of minor initial decoration found in Italian choir books of the fourteenth century. The first six of these initials begin the Gloria in Excelsis and the last three begin the Nicene Creed, both of which are sung during Mass.|This image shows the reverses of several cuttings with decorated initials from a gradual.|",Parchment,Latin,Italy,Rotunda,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Gradual
